C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_15_264.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_15_264.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_15_264.jpg,0,0,0,8.22E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_15_369.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_15_369.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_15_369.jpg,0,0,0,8.18E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_15_475.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_15_475.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_15_475.jpg,0,0,0,8.16E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_15_584.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_15_584.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_15_584.jpg,0,0,0,8.17E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_15_683.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_15_683.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_15_683.jpg,0,0,0,8.21E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_15_789.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_15_789.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_15_789.jpg,0,0,0,8.22E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_15_900.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_15_900.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_15_900.jpg,0,0,0,8.14E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_001.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_001.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_001.jpg,0,0,0,8.20E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_110.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_110.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_110.jpg,0,0,0,8.16E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_216.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_216.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_216.jpg,0,0,0,8.16E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_323.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_323.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_323.jpg,0,0,0,8.13E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_427.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_427.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_427.jpg,0,0,0,8.14E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_536.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_536.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_536.jpg,0,0,0,8.13E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_644.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_644.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_644.jpg,0,0,0,8.23E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_753.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_753.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_753.jpg,0,0,0,8.14E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_854.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_854.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_854.jpg,0,0,0,8.24E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_16_960.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_16_960.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_16_960.jpg,0,0,0,8.25E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_17_065.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_17_065.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_17_065.jpg,0,0,0,8.20E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_17_169.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_17_169.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_17_169.jpg,0,0,0,8.40E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_17_271.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_17_271.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_17_271.jpg,0,0,0,8.22E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_17_373.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_17_373.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_17_373.jpg,0,0,0,8.14E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_17_478.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_17_478.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_17_478.jpg,0,0,0,8.14E-05
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_17_584.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_17_584.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_17_584.jpg,0,0.3179538,0,0.2388826
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_17_691.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_17_691.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_17_691.jpg,0,0.6109221,0,0.8116736
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_17_793.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_17_793.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_17_793.jpg,0,0.908447,0,1.726289
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_17_896.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_17_896.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_17_896.jpg,0,1,0,2.90405
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_18_002.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_18_002.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_18_002.jpg,0,1,0,4.310163
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_18_103.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_18_103.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_18_103.jpg,0,1,0,5.472785
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_18_208.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_18_208.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_18_208.jpg,0,1,0,6.624263
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_18_319.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_18_319.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_18_319.jpg,0,1,0,7.991294
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_18_428.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_18_428.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_18_428.jpg,0,1,0,9.118324
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_18_533.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_18_533.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_18_533.jpg,0,1,0,10.23432
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_18_643.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_18_643.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_18_643.jpg,0,0.7582057,0,11.53238
C:\Users\saika\Downloads\simulator-windows-64\data\IMG\center_2026_04_08_10_32_18_752.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\left_2026_04_08_10_32_18_752.jpg, C:\Users\saika\Downloads\simulator-windows-64\data\IMG\right_2026_04_08_10_32_18_752.jpg,0,0.4664064,0,12.13769
